Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
ELECTRIC POWER DEVELOPMENT CO LIMITED,Japan,Corporate - Utilities,4.578594732926312,BBB,4,81.88441234479677,95.80286165838686,2.5121819763278026,0.4929966240916994,6.237721906508529,8.766052783705984,0.3615528738639573,52.4420811660372,97.2037841054647
ELECTRICITE DE FRANCE (E.D.F.) S.A.,France,Corporate - Utilities,1.000388670377681,AAA,1,62.10110399904386,75.66472071860957,1.308318338910965,0.023474738674531537,1.890172827464972,9.282167956475945,3.7188367368677206,93.89707819998031,97.84964977675742
ELIA TRANSMISSION BELGIUM SA/NV,Belgium,Corporate - Utilities,2.716812969308866,B,6,85.70263616890634,125.21143326969748,1.3325684147071777,2.447998730017259,4.694348621540438,5.288052181567664,3.559410426146446,53.991553328143674,99.48728860440004
ELLEVIO AB,Sweden,Corporate - Utilities,0.5510914014533859,B,6,54.56957431658882,101.28747423052678,3.3002393810703645,6.805830929187673,7.2032291647856,7.538034837685449,0.29215495427287574,57.416959035985656,97.79441176438411
ENBW ENERGIE BADEN-WÃœRTTEMBERG AG,Germany,Corporate - Utilities,2.608972888973568,AAA,1,59.96351682334004,82.08545427498436,2.6706037199932657,1.212648933591367,5.294357405412765,4.393032723279969,2.801350377984865,51.1066637779059,95.83728392582941
ENBW INTERNATIONAL FINANCE B.V.,Netherlands,Corporate - Utilities,0.7533647405682681,AA,2,93.87350233272409,109.60501157609502,2.231560028669927,1.1376195880454942,3.954890761835702,7.46082156572893,0.4233807762134495,81.41681826493269,101.50598488772138
ENCAVIS AG,Germany,Corporate - Utilities,1.0346806232063237,BB,5,86.93615753632832,149.57344520513232,2.443160163261836,4.109606080359033,3.2233845808094364,2.0480152493916695,4.518728853044708,79.11852815791742,103.09074090211163
ENEL FINANCE INTERNATIONAL N.V.,Netherlands,Corporate - Utilities,1.028868110496972,AAA,1,50.687277700567265,93.52622796565538,0.5878983293102551,6.478370386082265,6.103938666440536,3.710647348035314,4.535587095900662,99.34518332176279,101.04053360446389
ENEL GREEN POWER DAMASCENA EOLICA SA,Brazil,Corporate - Energy,3.421446359522286,BBB,4,62.41881301849001,142.06914007786196,2.3543088966850907,7.120719922479305,9.391086983102406,6.3422799881361485,3.4911649490656504,94.3466198158586,103.61865986711125
ENEL GREEN POWER MANICOBA EOLICA SA,Brazil,Corporate - Energy,3.857201956694405,A,3,60.720324149658225,84.5016839924566,2.028526619672606,1.7845067409837478,6.717448404774834,0.1815796560707883,4.63094460719725,70.54215887404548,94.78415821883996
ENEOS HOLDINGS INC,Japan,Corporate - Energy,3.1251594429372185,A,3,63.54031640184863,55.47327069249859,2.137249039338307,0.7958814737204245,0.747459036363155,7.22461310338954,4.057265152068453,68.57929204562674,94.47008628643525
ENERCARE CONNECTIONS INC,Canada,Corporate - Consumer Discretionary,4.829776468135439,B,6,62.377988513994325,70.42421063684289,1.5782714804924511,9.403970339455443,4.6068497348213375,8.355355012681668,4.142692879635247,64.84260171399926,98.55045658396826
ENERGY ABSOLUTE PCL,Thailand,Corporate - Utilities,2.1869176078566683,A,3,53.126314787142285,91.86951433276842,0.7444216931388257,2.606663825621017,8.908241315106276,3.991416610939514,2.8485392528496662,57.62034600189407,95.89019979134794
ENERJISA ENERJI AS,Turkey,Corporate - Utilities,1.7857043882683734,BB,5,72.94702582984101,71.9634928594569,1.0800177008361564,8.533464976087238,0.9446242580108688,4.479424171771643,1.5302959910808793,56.90418283010045,99.92809122616362
ENEXIS HOLDING NV,Netherlands,Corporate - Utilities,4.408696076852571,AA,2,86.63667373930826,50.02270382182555,3.352234139638015,8.634914504628183,9.888757121375434,8.51282212216531,1.088995575582108,56.614185400480274,97.80159288403118
ENGIE,France,Corporate - Utilities,1.5061812733375368,BBB,4,80.33658623587182,141.50015377475273,1.7260986868128019,7.725225917625444,9.490693936454214,7.756546353260334,1.636000110194646,55.705737859338925,104.20527913247142
ENGIE BRASIL ENERGIA SA,Brazil,Corporate - Utilities,4.834501427482751,BB,5,83.643583429904,134.3879411230929,1.9000494674925925,1.6883360665257008,0.7827448072987586,2.88149489033375,3.1424771504453104,62.025602120276844,101.59912501355223
ENN ENERGY HOLDINGS LTD,Cayman Islands,Corporate - Utilities,0.5546951361041735,BBB,4,54.05745892681196,124.22922314869471,0.658129369560317,8.218014592542003,9.334133204495549,3.2397610656153897,0.8632826791619946,65.33343151565582,101.92559544712552
ENTERGY LOUISIANA LLC,United States,Corporate - Utilities,4.8644547201843755,BBB,4,97.57453550883936,66.78145956460287,0.6126986886319418,7.692505592415867,3.631325902594622,6.788782323905966,1.293201183186608,98.07894855194579,102.1898675163865
ENTRA ASA,Norway,Financials - Real estate,0.6942196037775925,AA,2,91.92459169215124,62.03635762099861,2.651544341140273,5.967229901062171,8.447091670758626,5.631980924481612,2.340304313977322,78.92366255009429,97.6462867395035
EPIROC AB,Sweden,Corporate - Industrials,4.51014401164132,B,6,90.25451592478314,56.760474947238315,2.114283992363334,3.3720203516895273,4.183833377132715,1.6222957109649694,1.1652504926230778,99.37978872566404,95.50778546691865
EQUATORIAL ENERGIA SA,Brazil,Corporate - Utilities,2.874654990888349,A,3,91.14919025208837,122.40291887729212,2.0261179526488,2.625086042665441,4.4085511270251585,3.0992990922916643,2.943218348580308,68.62334739128366,101.45902101320337
EQUINIX INC.,United States,Financials - Real estate,4.968341582536851,AA,2,96.63552540663807,142.88079606878853,1.229373591268006,1.2188921208035897,6.342430909775426,8.999832768786542,4.615880142281649,72.88133162947204,104.03158318545425
ERG S.P.A.,Italy,Corporate - Utilities,0.8320845413092949,BB,5,77.21269830568488,93.0535820913037,2.7342521948897667,5.097570669008714,7.7447741927598335,6.881744367222634,3.7404468285156325,66.22893295826395,97.1140798220085
ERP OPERATING LP,United States,Financials - Real estate,2.9923442798059434,B,6,60.0141008933813,61.914067199604816,1.0047097373254756,5.852608755098466,0.33789150948248636,9.859743176855195,3.332133070744565,59.144382544827636,97.0465734194577
ERSTE GROUP BANK AG,Austria,Financials - Banking,4.861861410285945,BB,5,80.83918039262706,101.23928207321066,1.0698042309830602,3.5933899051578724,5.931559955271343,7.670125299807694,2.913607379918894,57.15823538887896,99.07065928849798
ERSTE JELZALOGBANK ZRT,Hungary,Financials - Banking,2.8539402987656697,B,6,87.14407468339695,84.883190745863,1.8821365140448263,4.7535906768086855,1.8673299409737099,9.419744321435902,2.4397395462853244,97.2539598903916,100.1192293975152
ESB FINANCE DAC,Ireland,Corporate - Utilities,3.332293871608681,BB,5,86.89586966770128,87.48249243499977,1.3588395863358227,3.635144573692667,3.4594951786320296,2.161885738704754,0.9328192981732986,99.34053408993779,99.43004699357095
ETABLISSEMENTS FRANZ COLRUYT NV,Belgium,Corporate - Consumer Staples,3.630869100430777,AA,2,76.072451208344,112.13306241557072,1.242388943699439,6.410060573207012,3.479686661552165,7.714848748169257,4.473552277134328,52.245474825436574,103.32210356307601
ETHIAS SA,Belgium,Financials - Insurance,2.5454347914549795,B,6,53.42293596667891,121.87181132622024,2.435712933659995,9.012592077965634,4.690603402211536,0.2021752014779743,1.2426800100641815,57.51729373658833,101.0646445697908
EUROFIMA,Supranationals,SSA - Supranationals,3.3240113603782855,B,6,68.5556469215064,61.06035988731608,2.4529152356556336,1.6392026204694488,3.341364118761734,6.707600217115339,0.45654438789080376,71.17620461505113,93.87350550605663
EUROGRID GMBH,Germany,Corporate - Utilities,3.129414403653951,BBB,4,96.03833042316786,53.55902308064764,2.973551209399788,3.8140880990312342,1.0736111845066776,4.6928227812024135,3.750075896143476,59.31667381722036,95.92645631666733
EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT (E.B.R.D.),Supranationals,SSA - Supranationals,4.5552110472094505,BBB,4,79.2224454878713,149.43303026857149,1.7531257009189276,1.4086860395086132,1.4562873852545144,3.4676007192006866,0.878077671655832,68.19401968134417,103.84473548516875
EUROPEAN ENERGY A/S,Denmark,Corporate - Energy,0.7045087115365605,AAA,1,76.91659716278568,73.27283489155519,0.7192552730784507,6.2494377040783196,0.3343798556109767,8.62404352293089,1.85947999770588,56.45481749298167,101.9846418255602
EUROPEAN INVESTMENT BANK,Supranationals,SSA - Supranationals,1.7643343531650364,BB,5,63.44267571910967,55.383052490845905,1.320999154764373,7.288705094885958,4.702490853287543,8.542676926575307,0.14142464145489864,72.82558783608951,97.42074463307077
EUROPEAN UNION,Supranationals,SSA - Supranationals,4.7768516783445145,BBB,4,68.42244599582895,68.987532909592,3.4400163895904505,9.31912732597456,9.544476948529885,0.22301704898643582,0.6853397127022404,63.584730808462965,97.07446119957481
EUSOLAG EUROPEAN SOLAR AG,Germany,Corporate - Energy,4.506187027509124,AAA,1,94.76730445765847,53.89578463484642,2.2887757256981063,2.788719262609649,1.1567522364811655,6.09505122449431,0.8660181537995604,67.59525278793305,98.74971555979926
EVERCORE CASA DE BOLSA SA DE CV / GOBIERNO DEL DISTRITO FEDERAL,Mexico,Financials - Financial services,2.5504553875357083,BBB,4,83.3231523763418,89.18108946171716,2.629211254403061,9.502112058654301,9.46264493003082,3.678322243209564,0.27205063875088975,54.71563257313738,100.10567396937128
EVN AG,Austria,Corporate - Utilities,3.2905966901069155,BB,5,89.36935133761665,130.24017844513241,0.5220734888762436,0.632626718206748,7.333615147320936,4.156610015004492,3.283284783114226,71.40640253550708,99.69549169539289
EVONIK INDUSTRIES AG,Germany,Corporate - Materials,1.748215323415097,B,6,72.71727115338275,84.12444497577206,2.0546171965475626,6.0301386336458815,6.3749880293416314,8.320407392187759,4.185038979015586,99.16288054807849,98.02702405638345
EWE AKTIENGESELLSCHAFT,Germany,Corporate - Utilities,1.3465452187569258,A,3,81.5123609728079,94.41834068783666,0.6125859725954094,0.5713271934332997,6.452777553235629,3.098397715276783,1.8665770318297048,66.44165234405952,97.2237355220043
EXCELLENCE COMMERCIAL MANAGEMENT LTD,Cayman Islands,Financials - Real estate,2.5866428222299196,BB,5,62.41918043716038,117.55867735674389,2.207690636274344,8.937741877619448,8.26727648396282,9.4304881063762,4.372882383591003,93.82146374212175,102.40607004933693
EXEO GROUP INC,Japan,Corporate - Industrials,2.0900850261172375,AA,2,85.27304151417431,100.88940700698802,3.262312548908226,5.298090570700541,1.0691986437982137,1.7963382637214076,1.0667328728006327,92.15995708118426,102.76246483647805
EXPORT IMPORT BANK OF THAILAND,Thailand,SSA - Quasi-sovereigns,3.1264525033289243,BBB,4,71.38006668516687,136.14456860213244,3.4052573915012236,6.693483507627961,5.047543235655417,6.627224233681778,1.6269521178061974,97.60292091486053,104.6148355435549
EXPORT-IMPORT BANK OF KOREA,Korea,SSA - Quasi-sovereigns,0.8498058663424317,BBB,4,72.12727574073728,136.60356750457566,2.1216580261667723,8.315739259104525,6.970911382607586,6.721050670137647,0.7536849651558419,89.50547561335472,105.30906363630342
FABEGE AB,Sweden,Financials - Real estate,4.884776634497749,B,6,82.46611622884409,50.991069549115366,1.874614415756648,1.5031062248396876,5.868204450735637,2.521951614279182,3.102795977094993,82.97984135294075,92.32545469325908
FALCK RENEWABLES SPA,Italy,Corporate - Utilities,4.937948350158213,AA,2,96.81403107344633,127.80463064831991,3.335051282745482,0.38591561938133845,8.327790710232946,3.2475060896720196,2.099347954351534,92.82922221137288,100.9477414034414
FAMILY FOREST IMPACT FOUNDATION LLC,United States,Corporate - Consumer Discretionary,3.6417277130888532,B,6,53.20031733043105,96.07336002416739,2.5208294959900854,8.788811459128521,0.7227170901135149,8.347984925799404,3.0664167342094935,53.78223403286748,100.58289963377365
FAMUR SA,Poland,Corporate - Industrials,2.9124336485485416,AA,2,91.23716186735038,148.8840541303663,0.6946978386152284,3.149332274589325,6.9070103949916595,7.618052549549525,3.808374526970918,73.14153285994038,105.25513785612183
FANA SPAREBANK BOLIGKREDITT AS,Norway,Financials - Banking,1.892874273288475,A,3,64.61915552060965,98.32320758754352,1.8971767330024927,1.2897890792716526,5.340277303847177,3.2909588031475954,2.728515080164742,99.46281193075293,97.90229969002331
Fannie Mae (Multi-family green bonds),United States,Financials - Specialty finance,4.162077588681269,BBB,4,72.1959727253189,148.68959453882974,1.2207350553929117,4.684612370870865,3.791608639799434,5.339565469349338,3.1381517745089393,88.48000756473661,105.26663697836864
Fannie Mae (Single-family green bonds),United States,Financials - Specialty finance,3.5812902764924566,BBB,4,51.09566643875045,125.45693612057366,1.9094129643460447,5.983060756960188,3.4027498223403088,0.6168029625309546,4.676251571971664,98.10376890186114,101.90655002691429
FAR EASTERN NEW CENTURY CORP,Taiwan,Corporate - Consumer Discretionary,1.231776227052011,A,3,65.05230389171565,74.86048846133063,1.8663967160190853,0.30970603422510123,6.208326327741929,2.0874588239862923,1.4953215480442155,88.98171780667396,94.64882080800427
FASTIGHETS AB BALDER,Sweden,Financials - Real estate,4.5991723302222915,AAA,1,75.13156213150653,103.83949792869578,2.246434408444226,2.7489565825708775,8.909953746442648,4.858205588603991,1.7958196931697656,93.7440983721072,100.43480105827221
FASTIGHETS AB STENVALVET,Sweden,Financials - Real estate,4.201417593154261,B,6,52.80880386737195,149.2135639478583,1.5703114710477537,0.3279987427689601,4.961759261011153,0.8597373527921159,3.5885168085466845,85.32648161515955,99.19700830839152
FASTIGHETSBOLAGET EMILSHUS AB,El Salvador,Financials - Real estate,4.774099609813658,A,3,74.55478646915826,135.75306077519235,0.9928113483677842,4.20335389195499,8.2472316407692,8.433323548919375,3.0565275852769336,88.02510022086199,103.83486195279924
FASTPARTNER AB,Sweden,Financials - Real estate,3.7657377877476197,B,6,96.35553144292138,59.73668937912211,2.011158303769869,8.951000290662442,4.021563818439676,7.180062101076478,0.8926645226985741,76.15890049197503,99.61955341768416
FAURECIA SE,France,Corporate - Consumer Discretionary,3.2603683817110545,BB,5,55.26966090539026,120.6371996809996,2.9906086530372864,9.826524114935692,1.0239446279317654,9.436336706484948,1.8807365500524509,96.21188504070665,105.5144105658062
FCC SERVICIOS MEDIO AMBIENTE HOLDING SAU,Spain,Corporate - Industrials,2.382093663307785,BBB,4,88.22203640377522,84.5579585870813,2.492036684202807,6.370475535036276,0.6150573645863855,6.934669059640272,2.339190065623575,91.25194553116808,101.82533225097993
FEDERAL HOME LOAN MORTGAGE CORPORATION,United States,Financials - Specialty finance,4.69727817509306,B,6,70.48355266879963,50.69822618803481,1.5151035977756475,1.616376937845918,0.5133437132367757,9.404013722621855,2.096949189841947,92.19424828328161,95.14283244334965
FEDERAL STATE OF HESSEN,Germany,SSA - Quasi-sovereigns,4.397287502751837,AA,2,82.7586857262169,90.34809690269995,3.3065690682765716,9.058493899993058,3.8015014195766996,5.5451255569096505,0.891374041610204,83.65045504815262,103.82173351843068
FERDE AS,Norway,SSA - Quasi-sovereigns,0.7034840154778523,B,6,63.01182989926147,73.47544217249713,3.2366227137475465,5.162478232000605,3.3723775083584204,6.002186110619694,4.622150458921311,65.22899735436245,94.82467982568116
FERROVIE DELLO STATO ITALIANE SPA,Italy,Corporate - Consumer Discretionary,0.6186513852376341,BB,5,57.97461312706791,131.88692705204716,1.1280451981522963,1.537493121029181,7.1793702362256955,9.769710546262608,3.8115938084698793,51.78148976950697,98.46224929334406
FIBRA PROLOGIS,Mexico,Financials - Real estate,2.1940851509512234,BBB,4,58.02313071356132,83.73306088457655,0.6182527553610889,9.217266694516614,7.428215015848658,6.421291468642604,2.406779160539261,96.78275647047722,100.93616152630972
FIBRIA OVERSEAS FINANCE LTD,Cayman Islands,Corporate - Materials,4.147489988518248,A,3,53.52459728215723,132.75236939538172,2.723926125052287,7.57469050723103,0.5085396883373983,0.307865688607466,3.400305141534183,79.30601744027484,104.53308833023763
FICOLO OY,Finland,Corporate - Technology,4.94274258191725,BB,5,59.28233524506215,50.05979388347953,2.9828307840474597,7.317052727231515,2.2112326288901496,7.238027766305233,4.486413360677609,64.90714855740701,95.7571092839793
FIFTH THIRD BANCORP,United States,Financials - Real estate,1.1768760099658768,BBB,4,83.21096924944841,80.78191500261191,3.403593697854066,7.091807037944047,2.7426185015889972,9.054686921374156,0.6808707118078561,57.45675539237689,100.15098520900109
FINANCIERE APSYS,France,Financials - Real estate,3.173588219084608,B,6,94.08453059217541,74.1165214307762,3.169509182264932,2.0033982109644235,5.476119841428094,7.955802497943266,1.2518652535348884,91.47615827503773,96.0549182034884
FINGRID OYJ,Finland,Corporate - Utilities,2.214008854839597,AAA,1,90.70628427955809,73.35673610686109,2.3016043046192447,2.110066917075261,1.4451522390695026,5.838332726254226,2.713506236283225,91.82600972237894,99.72875524907005
FINSBURY SQUARE 2021-1 PLC,United Kingdom,Financials - Specialty finance,4.864614790165715,AAA,1,84.25671549372422,56.81866197654627,2.0901570176371425,6.88292998427255,1.3394121940000037,6.713035130935163,3.995051856761793,90.72539840652658,101.14129412528669
FINTOIL HAMINA OY,Finland,Corporate - Energy,4.289535154110689,AA,2,55.521593170555136,68.71242704105018,0.5835231537877589,2.197227501103969,9.437888892079581,9.901917892516718,0.1812744772076369,82.2541345983393,96.77054971768615
FIRST ABU DHABI BANK PJSC,United Arab Emirates,Financials - Banking,4.27247917120012,BBB,4,64.45937231479749,105.554956988562,1.2399693405343335,4.3867169680304885,8.04202907297781,0.9066208850933832,4.920090750981803,68.30076937959379,97.82713227570898
FIRST NATIONAL BANK OF NAMIBIA LTD,Namibia,Financials - Banking,2.609119219077366,AAA,1,65.49034376612344,79.13610728377445,1.8788442551987794,7.820018255939414,1.806549020911703,6.672448286332395,2.2745330144119857,65.20351423901285,102.13415020215018
FISKER INC,United States,Corporate - Consumer Discretionary,2.3666877605194934,A,3,62.49784731988106,91.73947823291479,2.3855117002507034,7.839525180978409,4.065678079054909,2.8339769457059383,1.796155703108615,50.42773850590851,100.08113863313761
FJELLINJEN A/S,Norway,Corporate - Industrials,1.7303318236881782,BBB,4,75.75028298548615,87.68668803471886,2.171755499955232,4.532617725258596,3.5562199925756555,6.4009039658617,1.4636221891988592,91.68037793441201,99.7315347301175
FLEXENTIAL ISSUER LLC,United States,Corporate - Technology,0.753689734929172,A,3,76.77769074398363,137.59049249998947,2.727907969045072,7.921899382752451,7.910040740654073,6.076235758839388,0.8717835382543582,54.37163487468212,104.21318312363707
FLUVIUS SYSTEM OPERATOR CVBA,Belgium,Corporate - Utilities,4.3912506931477395,A,3,67.84429875855551,140.52989990105155,1.3393007926611227,8.386217961980568,5.10212916478122,1.5345683210816208,3.9578695446501393,81.53774990203839,105.77397108773539
FMG RESOURCES AUGUST 2006 PTY LTD,Australia,Corporate - Materials,4.158054541085349,AAA,1,67.6894579368218,99.295697165586,2.19485782295742,6.547757512842603,1.2784973699346702,2.0674664574023915,4.777070823730483,75.20374734200442,102.54492272278267
FONCIERE INEA,France,Financials - Real estate,4.998729529787588,BBB,4,91.42777989530407,83.01559503156044,0.7644267301723764,2.2842585230842016,7.389920631562439,6.2162957804321355,2.068223774226991,76.33446794631756,97.99262000889554
FONDO ESPECIAL PARA FINANCIAMIENTOS AGROPECUARIOS,Mexico,Corporate - Consumer Discretionary,4.984865766832574,B,6,89.46464241598429,60.68007040023636,1.7409965707496209,2.740117803855475,3.9688797822491892,1.2822994730377413,4.762103473767281,96.33564226538866,94.7372048658221
FORD MOTOR COMPANY,United States,Corporate - Consumer Discretionary,2.9994426752118235,BB,5,65.38979158403728,145.34028793820949,2.750482498863803,3.1484115540873536,2.629242476321471,2.6518087513032285,4.118988077175171,51.580750563562106,100.838722662884
FOREST FINANCE GMBH,United States,Financials - Financial services,3.9604433683122973,AAA,1,95.68942219366296,56.02269449002974,2.580202560287132,1.16804107733952,3.7549862202072015,8.352455477380024,2.4052556373815914,88.66961123143861,97.60916564610332
FORTISBC ENERGY INC,Canada,Corporate - Utilities,4.751445784470926,AAA,1,97.6407508501253,79.76502775682805,3.471928211516537,2.731596203699451,4.977565636068963,3.270915060016386,3.3701308956306635,52.602619918365356,98.05058200814152
FRANSHION BRILLIANT LTD,Virgin Islands,Financials - Real estate,4.323413258048351,B,6,66.33712710150203,79.80662011700042,1.333673377963268,2.095192243125321,3.4311551641700944,4.880601562696629,2.1749208958523147,51.90768029676886,95.10737506839831
FRASERS PROPERTY TREASURY PTE LTD,Singapore,Financials - Real estate,1.6130664578443894,BBB,4,67.72124743965274,82.04012861402148,1.9945678975219374,4.553287498086021,2.419057725917578,9.411403351458404,2.793617041062762,71.4908849070691,98.7962148642562
Freddie Mac (Multi-family green bonds),United States,Financials - Specialty finance,2.527448608895421,BBB,4,75.28170767109793,66.42868432724093,1.4885912413219902,9.084375478722649,3.985020288039803,2.271490888369463,0.29023168509251906,53.153758717148335,99.3295090531649
Freddie Mac (Single-family green bonds),United States,Financials - Specialty finance,1.0812173681817274,A,3,97.05604062668368,128.3161430923697,1.821809342177524,1.0448031675395808,0.19172910749898242,3.896260173580104,3.4813173765026657,89.45719756464561,103.02598896512087
FRENCH REPUBLIC GOVERNMENT BOND OAT,France,SSA - Sovereigns,4.793229622664251,B,6,93.81597165711557,62.24978619659892,3.0708503896081645,7.202679239473956,7.724978460963139,6.064577755435456,0.26412322242068353,76.47815468241686,97.22074749089651
FS LUXEMBOURG SARL,Luxembourg,Corporate - Energy,3.2277858550289604,B,6,55.12839812917949,113.49066591531627,2.55262722556546,6.872830044131277,1.709448935675858,7.553389295039722,4.085424734598248,51.45193913298872,100.27888363838687
FUJIAN ZHANGLONG GROUP CO LTD,China (mainland),Corporate - Industrials,1.5288926247655823,BBB,4,69.63653716357081,62.38460267058174,3.147323574042745,0.9575419866335766,0.43904613630637246,9.016533867127052,4.1247346473027875,52.02503432409598,94.01394681846395
FUTUREAL DEVELOPMENT HOLDING KFT,Hungary,Corporate - Industrials,3.5226530798263553,A,3,77.6685594874886,57.053563759295656,1.1105333249956595,9.225724049058,6.5369869290507925,9.154729875735152,1.185386437781073,80.63342648697397,100.48395387800613
"FUYO GENERAL LEASE CO., LTD.",Japan,Financials - Commercial Finance,3.2815770820605312,AAA,1,75.156623627577,140.94295036858765,3.120083353524314,5.684722021568196,7.739361288236722,7.76640074372623,1.6183139051790012,90.30559088292024,105.71915214650417
FUZHOU METRO GROUP CO LTD,China (mainland),Corporate - Consumer Discretionary,2.111732231147782,AA,2,59.693153396844636,69.01287663187057,0.6792868225351533,3.6372552113568424,8.138291315928432,2.283308365933104,2.4065518927914664,71.88997656373868,95.87378845412147
G CITY EUROPE LIMITED,Jersey,Financials - Real estate,1.0110091648983306,BB,5,92.94083855840773,132.1250154559704,3.1657978413114574,7.565385834953067,4.9350918266059995,0.24809330042565803,2.9833145346624073,77.72903357678122,103.0785300057479
GACI FIRST INVESTMENT CO,Cayman Islands,Financials - Financial services,3.522079380167598,AAA,1,83.84703914984186,104.46308711071359,1.4872213383821837,2.5736545840163405,2.053681846899853,3.837739303556238,1.4367683087099836,89.99147270249509,102.85668367601264
GD POWER DEVELOPMENT CO LTD,China (mainland),Corporate - Utilities,2.84138465406707,BBB,4,91.89541874259018,57.78565196087696,1.4437629002421994,6.935098370463204,7.372276772498267,1.4154885098782333,2.962432023159625,80.52530870209097,97.09255711563588
GECINA,France,Financials - Real estate,3.975432762810377,BB,5,92.93821396747362,145.54481914380676,2.036265730095992,0.3971120757224722,6.997130771543372,7.1038764743829805,1.4889353661464944,61.238011882940974,101.19533000242828
GEMDALE EVER PROSPERITY INVESTMENT LTD,China (Hong Kong),Financials - Real estate,2.84073575500397,AA,2,87.41779268328699,74.69611669918925,3.3220705631696954,8.39408037609272,2.4627073410317326,6.611305868257168,0.2774536053553034,80.65260129347394,102.59178368771862
GEMENG INTERNATIONAL ENERGY CO LTD,China (mainland),Corporate - Utilities,4.334816751433431,AA,2,71.96053006248587,135.96453453526067,0.6433440940442161,4.481708470213185,9.03407755862793,0.4397164162145484,0.012637749159544742,81.41397295326068,103.69137916478901
GENERAL MOTORS COMPANY,United States,Corporate - Industrials,2.9835807744851848,A,3,80.52733775077122,66.88100057845642,1.556692925212236,6.3669291435794175,1.04371458082829,8.365937791309511,0.505755289592143,86.70534904405633,101.38298153771566
GENESIS ENERGY LTD,New Zealand,Corporate - Utilities,3.0242208719092383,BB,5,58.01827030598716,135.39428821418528,3.069715966050007,2.212378198066837,9.826882395913257,2.4874326629118224,3.9612535008200913,81.04370937784006,97.61985007267877
GENNEIA S.A.,Argentina,Corporate - Utilities,4.444941211962552,A,3,83.68227087374538,51.322881290529395,1.6881634323064003,6.770737126584479,8.602478109774646,4.322270754910422,4.807156561916686,98.4621065229019,96.93418956629849
GENOVA PROPERTY GROUP AB,Sweden,Financials - Real estate,2.315672897955787,AAA,1,58.96266278696404,101.17804565694806,1.097470692791201,7.722402758932766,6.878986454790752,6.679337354557424,2.1348309964060963,59.864415435853424,102.42845164284604
GEORGIA GLOBAL UTILITIES JSC,Georgia,Corporate - Utilities,1.1030685280278834,B,6,84.69747952550784,126.94425794215569,1.7743825439942353,4.732131868843988,9.38749888279833,4.294187868522533,2.563419767249714,97.55453397835382,100.52562874118743
GEORGIA POWER CO,United States,Corporate - Utilities,0.6295220434100254,B,6,61.479908037698436,143.47955174927833,1.656657504475008,6.177269240617943,7.223111683237078,4.412878027999434,0.7342408453671306,76.91697451750082,102.32079343330048
GEORGIAN RAILWAY JSC,Georgia,Corporate - Industrials,3.8981176505312853,B,6,55.877565007510995,140.92021362064872,3.2462486044001104,4.563259238223986,1.9045699703004593,0.6562799533574037,2.755156763400785,83.5978070247456,101.38417201276047
GEORGIAN RENEWABLE POWER CO JSC,Georgia,Corporate - Energy,3.291392981090591,BB,5,58.26422450714787,131.96248695476447,2.785803127229291,8.940913692578455,4.421561381128117,4.014435492600038,0.7232745100348842,54.97307987260949,103.42359687321618
GEPIC ENERGY DEVELOPMENT CO LTD,China (mainland),Corporate - Utilities,3.668358956446506,B,6,50.09960676095351,138.8191349661304,2.015346667232019,4.978691805143192,0.7150302433163536,7.6484789321998345,3.0560716559941503,69.02879706890535,102.6109378043852
GETLINK SE,France,Corporate - Consumer Discretionary,1.4583387267900982,AAA,1,85.9369808926765,69.92196858370765,3.465111700164713,8.41808709028819,3.8965742228811537,9.151763371865977,4.6662933379042695,88.46895732315863,101.56118176079427
GHELAMCO INVEST NV,Belgium,Financials - Real estate,1.1136716401404638,A,3,86.62005245291896,78.41842957117288,1.89583259382777,8.013520582702485,7.416030197372087,4.134971370633718,0.978492696515198,85.34555075494951,100.54240956101842
GLITRE ENERGI AS,Norway,Corporate - Utilities,0.5654509955054687,BB,5,75.74666749566298,78.89685249210585,0.6747134924608257,4.105048213483565,3.864433509308174,4.235858268790789,3.82281859028551,52.00696940827051,96.37963148959999
GLOBAL ONE REAL ESTATE INVESTMENT CORP,Japan,Financials - Real estate,2.077644014629686,A,3,58.06814005276918,87.70539310016989,1.2868229654449546,2.30084491857475,3.302941754681341,7.026271063236521,0.11751211409162021,77.32971317486223,98.70207383070911
GLOBAL POWER SYNERGY PCL,Thailand,Corporate - Utilities,3.154629590845849,BB,5,54.177716875534486,89.33206703851887,1.8082114406579377,4.0608213255977095,5.953557225103118,9.427720011052767,1.877486206608105,54.41390964842047,96.89562366079343
GLOBAL SWITCH FINANCE BV,Netherlands,Corporate - Communications,2.2650982029487956,A,3,50.95644832186435,104.45553246546754,0.9707078724383603,8.262173757752201,8.72204528998895,2.6706094023936022,0.5537425391525452,99.79282145890812,101.95539999666335
GLOBALWORTH REAL ESTATE INVESTMENTS LTD,Guernsey,Financials - Real estate,2.468637149106781,AA,2,58.28740884826104,65.98797633664414,3.342695378972129,2.2763253581939233,0.4758319254611243,4.401442065379369,1.7623772079784972,94.86482942666473,97.04733869218003
